,Date,ID,Tag,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2454,2004-06-21 00:00:00,multisensor1,ItalianCity,3,-200,-200,"-200,0",-200,119,-200,99,-200,-200,-200,-200,-200
2455,2004-06-21 01:00:00,multisensor1,ItalianCity,"2,2",-200,-200,"-200,0",-200,76,-200,83,-200,-200,-200,-200,-200
2456,2004-06-21 02:00:00,multisensor1,ItalianCity,"0,6",-200,-200,"-200,0",-200,21,-200,36,-200,-200,-200,-200,-200
2457,2004-06-21 03:00:00,multisensor1,ItalianCity,"0,3",-200,-200,"-200,0",-200,-200,-200,-200,-200,-200,-200,-200,-200
2458,2004-06-21 04:00:00,multisensor1,ItalianCity,"0,3",732,-200,"1,5",544,15,1353,24,1367,466,"18,9","55,2","1,1895"
2459,2004-06-21 05:00:00,multisensor1,ItalianCity,"0,5",809,-200,"3,5",681,52,1108,43,1463,609,"18,2","57,6","1,1930"
2460,2004-06-21 06:00:00,multisensor1,ItalianCity,"1,3",934,-200,"8,3",911,85,857,64,1639,863,"18,6","56,0","1,1865"
2461,2004-06-21 07:00:00,multisensor1,ItalianCity,"2,5",1132,-200,"17,3",1220,177,691,91,1910,1203,"20,8","48,0","1,1702"
2462,2004-06-21 08:00:00,multisensor1,ItalianCity,"3,7",1221,-200,"23,3",1386,232,626,109,2138,1412,"23,3","38,6","1,0919"
2463,2004-06-21 09:00:00,multisensor1,ItalianCity,"2,5",1024,-200,"13,8",1111,201,770,110,1753,1069,"25,1","32,4","1,0170"
2464,2004-06-21 10:00:00,multisensor1,ItalianCity,"1,8",938,-200,"10,2",987,134,862,111,1597,817,"27,8","25,8","0,9473"
2465,2004-06-21 11:00:00,multisensor1,ItalianCity,"1,5",869,-200,"7,9",897,104,965,106,1480,649,"29,6","21,0","0,8548"
2466,2004-06-21 12:00:00,multisensor1,ItalianCity,"1,5",846,-200,"8,8",930,89,947,104,1467,598,"30,2","18,0","0,7613"
2467,2004-06-21 13:00:00,multisensor1,ItalianCity,"1,2",838,-200,"7,2",868,66,1005,76,1454,540,"30,1","18,5","0,7747"
2468,2004-06-21 14:00:00,multisensor1,ItalianCity,"1,4",875,-200,"8,3",912,85,978,84,1504,601,"29,5","19,4","0,7872"
2469,2004-06-21 15:00:00,multisensor1,ItalianCity,"1,6",907,-200,"9,6",961,105,920,102,1564,668,"31,1","18,2","0,8079"
2470,2004-06-21 16:00:00,multisensor1,ItalianCity,"1,6",889,-200,"9,0",939,99,920,102,1492,647,"30,3","19,0","0,8103"
2471,2004-06-21 17:00:00,multisensor1,ItalianCity,"2,2",969,-200,"12,4",1064,132,834,124,1645,816,"30,1","19,3","0,8083"
2472,2004-06-21 18:00:00,multisensor1,ItalianCity,3,1051,-200,"15,3",1157,186,760,147,1787,963,"28,6","22,3","0,8590"
2473,2004-06-21 19:00:00,multisensor1,ItalianCity,3,1043,-200,"16,1",1181,174,736,138,1813,1010,"26,1","28,3","0,9407"
2474,2004-06-21 20:00:00,multisensor1,ItalianCity,"2,7",1043,-200,"14,1",1121,149,736,126,1793,967,"24,5","35,7","1,0807"
2475,2004-06-21 21:00:00,multisensor1,ItalianCity,"2,1",1007,-200,"11,4",1027,114,798,112,1737,904,"23,1","41,5","1,1582"
2476,2004-06-21 22:00:00,multisensor1,ItalianCity,"1,6",966,-200,"9,5",959,92,838,95,1686,852,"21,8","46,3","1,1913"
2477,2004-06-21 23:00:00,multisensor1,ItalianCity,"1,3",920,-200,"7,4",875,75,915,80,1594,744,"20,9","48,9","1,1945"
2478,2004-06-22 00:00:00,multisensor1,ItalianCity,"1,1",889,-200,"6,4",831,74,956,79,1570,760,"20,5","49,9","1,1903"
2479,2004-06-22 01:00:00,multisensor1,ItalianCity,"0,7",825,-200,"4,1",715,35,1062,49,1462,613,"20,0","50,9","1,1794"
2480,2004-06-22 02:00:00,multisensor1,ItalianCity,"0,4",758,-200,"1,9",580,22,1215,36,1374,531,"22,1","44,3","1,1665"
2481,2004-06-22 03:00:00,multisensor1,ItalianCity,"0,2",735,-200,"1,4",533,-200,1338,-200,1350,493,"21,0","47,5","1,1666"
2482,2004-06-22 04:00:00,multisensor1,ItalianCity,"0,2",719,-200,"1,2",522,24,1385,40,1343,509,"19,8","50,3","1,1444"
2483,2004-06-22 05:00:00,multisensor1,ItalianCity,"0,3",757,-200,"2,2",596,30,1236,37,1381,560,"19,0","52,8","1,1489"
2484,2004-06-22 06:00:00,multisensor1,ItalianCity,"0,9",890,-200,"6,4",831,93,922,67,1594,826,"17,8","56,5","1,1375"
2485,2004-06-22 07:00:00,multisensor1,ItalianCity,"3,1",1181,-200,"18,5",1255,332,632,106,2002,1334,"18,2","55,8","1,1529"
2486,2004-06-22 08:00:00,multisensor1,ItalianCity,5,1332,-200,"30,2",1556,387,523,134,2394,1660,"20,6","47,7","1,1448"
2487,2004-06-22 09:00:00,multisensor1,ItalianCity,"2,8",1128,-200,"14,2",1124,267,717,123,1832,1362,"22,8","41,9","1,1496"
2488,2004-06-22 10:00:00,multisensor1,ItalianCity,"2,8",1128,-200,"14,3",1126,269,725,136,1856,1316,"27,1","31,7","1,1147"
2489,2004-06-22 11:00:00,multisensor1,ItalianCity,"2,1",1064,-200,"12,6",1069,193,766,109,1766,1089,"30,4","26,4","1,1310"
2490,2004-06-22 12:00:00,multisensor1,ItalianCity,"3,1",1139,-200,"18,0",1240,239,702,144,1940,1129,"31,1","26,2","1,1647"
2491,2004-06-22 13:00:00,multisensor1,ItalianCity,3,1121,-200,"17,1",1214,232,707,154,1912,1120,"31,4","25,3","1,1444"
2492,2004-06-22 14:00:00,multisensor1,ItalianCity,"2,1",1032,-200,"13,0",1083,152,776,126,1772,916,"30,8","26,7","1,1680"
2493,2004-06-22 15:00:00,multisensor1,ItalianCity,"1,7",1040,-200,"11,2",1022,115,826,98,1747,812,"31,8","25,6","1,1868"
2494,2004-06-22 16:00:00,multisensor1,ItalianCity,"2,2",1076,-200,"13,6",1105,169,762,120,1782,959,"33,5","22,9","1,1649"
2495,2004-06-22 17:00:00,multisensor1,ItalianCity,"3,5",1177,-200,"20,5",1310,226,656,145,2011,1189,"33,1","23,5","1,1673"
2496,2004-06-22 18:00:00,multisensor1,ItalianCity,"3,6",1196,-200,"20,2",1303,218,654,139,2017,1199,"31,7","25,9","1,1883"
2497,2004-06-22 19:00:00,multisensor1,ItalianCity,"4,1",1204,-200,"23,1",1381,245,623,148,2085,1283,"29,0","30,4","1,2013"
2498,2004-06-22 20:00:00,multisensor1,ItalianCity,4,1166,-200,"20,3",1304,236,646,139,2016,1291,"27,4","33,6","1,2095"
2499,2004-06-22 21:00:00,multisensor1,ItalianCity,"1,8",959,-200,"9,3",949,104,857,93,1640,949,"25,2","36,4","1,1528"
2500,2004-06-22 22:00:00,multisensor1,ItalianCity,"1,7",1004,-200,"10,5",997,104,813,96,1726,1018,"24,0","39,6","1,1662"
2501,2004-06-22 23:00:00,multisensor1,ItalianCity,"2,4",1050,-200,"13,6",1105,144,729,104,1807,1122,"23,8","39,6","1,1558"
2502,2004-06-23 00:00:00,multisensor1,ItalianCity,"1,2",965,-200,"8,0",900,79,864,83,1631,968,"22,9","43,6","1,1974"
2503,2004-06-23 01:00:00,multisensor1,ItalianCity,"0,8",849,-200,"4,6",744,51,1004,66,1496,806,"22,8","43,9","1,2020"
2504,2004-06-23 02:00:00,multisensor1,ItalianCity,"0,5",809,-200,"3,2",666,38,1093,55,1455,714,"21,8","47,3","1,2189"
2505,2004-06-23 03:00:00,multisensor1,ItalianCity,"0,3",777,-200,"2,4",609,-200,1170,-200,1405,644,"21,7","47,3","1,2135"
2506,2004-06-23 04:00:00,multisensor1,ItalianCity,-200,768,-200,"2,1",591,24,1183,37,1402,606,"20,8","50,3","1,2207"
2507,2004-06-23 05:00:00,multisensor1,ItalianCity,"0,4",768,-200,"2,2",597,30,1155,40,1396,606,"21,7","46,8","1,2031"
2508,2004-06-23 06:00:00,multisensor1,ItalianCity,1,917,-200,"6,7",842,73,934,51,1656,819,"20,3","52,3","1,2367"
2509,2004-06-23 07:00:00,multisensor1,ItalianCity,"3,8",1252,-200,"23,1",1380,305,579,117,2210,1462,"20,5","52,3","1,2450"
2510,2004-06-23 08:00:00,multisensor1,ItalianCity,"3,2",1224,-200,"19,0",1268,295,605,110,2046,1478,"21,7","49,6","1,2673"
2511,2004-06-23 09:00:00,multisensor1,ItalianCity,"3,5",1277,-200,"20,1",1300,331,608,136,2090,1598,"24,0","43,1","1,2677"
2512,2004-06-23 10:00:00,multisensor1,ItalianCity,"3,2",1149,-200,"16,4",1192,304,672,152,1944,1449,"28,5","31,7","1,2144"
2513,2004-06-23 11:00:00,multisensor1,ItalianCity,"2,3",1091,-200,"13,0",1082,210,746,119,1790,1221,"32,2","25,1","1,1890"
2514,2004-06-23 12:00:00,multisensor1,ItalianCity,"2,2",1053,-200,"13,1",1087,163,763,106,1762,1023,"34,9","20,5","1,1279"
2515,2004-06-23 13:00:00,multisensor1,ItalianCity,"2,1",1023,-200,"11,8",1042,132,796,101,1711,910,"35,4","19,9","1,1222"
2516,2004-06-23 14:00:00,multisensor1,ItalianCity,"1,9",1085,-200,"12,7",1075,126,767,110,1786,913,"34,4","22,5","1,2050"
2517,2004-06-23 15:00:00,multisensor1,ItalianCity,"2,4",1116,-200,"14,1",1120,150,724,124,1854,1035,"34,8","22,8","1,2488"
2518,2004-06-23 16:00:00,multisensor1,ItalianCity,"2,5",1111,-200,"14,4",1131,171,735,137,1825,1085,"34,3","22,4","1,1907"
2519,2004-06-23 17:00:00,multisensor1,ItalianCity,"3,6",1210,-200,"20,7",1316,234,645,159,2030,1278,"32,5","25,3","1,2165"
2520,2004-06-23 18:00:00,multisensor1,ItalianCity,"3,9",1250,-200,"21,6",1339,251,616,152,2075,1383,"31,3","27,3","1,2234"
2521,2004-06-23 19:00:00,multisensor1,ItalianCity,"4,4",1297,-200,"24,2",1408,294,595,166,2134,1473,"30,2","29,0","1,2224"
2522,2004-06-23 20:00:00,multisensor1,ItalianCity,"4,8",1313,-200,"21,8",1345,300,603,163,2118,1507,"28,5","33,3","1,2775"
2523,2004-06-23 21:00:00,multisensor1,ItalianCity,"2,5",1146,-200,"13,0",1084,159,713,121,1829,1215,"27,3","35,3","1,2606"
2524,2004-06-23 22:00:00,multisensor1,ItalianCity,"2,8",1199,-200,"15,1",1152,176,685,125,1897,1242,"26,1","37,8","1,2575"
2525,2004-06-23 23:00:00,multisensor1,ItalianCity,"3,2",1274,-200,"16,6",1197,192,626,120,2023,1356,"24,7","47,1","1,4400"
2526,2004-06-24 00:00:00,multisensor1,ItalianCity,"2,6",1243,-200,"12,7",1072,152,675,103,1978,1195,"23,6","59,8","1,7193"
2527,2004-06-24 01:00:00,multisensor1,ItalianCity,"1,5",1054,-200,"8,6",923,63,783,64,1793,899,"23,3","60,5","1,7060"
2528,2004-06-24 02:00:00,multisensor1,ItalianCity,1,962,-200,"5,3",778,35,929,44,1645,726,"23,3","59,4","1,6753"
2529,2004-06-24 03:00:00,multisensor1,ItalianCity,"0,8",915,-200,"3,6",690,-200,983,-200,1570,743,"22,9","57,7","1,5902"
2530,2004-06-24 04:00:00,multisensor1,ItalianCity,"0,6",871,-200,"2,8",639,21,1062,35,1528,684,"23,7","53,5","1,5460"
2531,2004-06-24 05:00:00,multisensor1,ItalianCity,"0,6",877,-200,"3,1",658,41,1047,46,1530,779,"21,2","60,9","1,5092"
2532,2004-06-24 06:00:00,multisensor1,ItalianCity,"0,7",893,-200,"3,7",696,48,1008,54,1548,801,"22,1","56,2","1,4800"
2533,2004-06-24 07:00:00,multisensor1,ItalianCity,"1,2",1030,-200,"6,9",851,102,824,68,1700,983,"21,9","57,0","1,4742"
2534,2004-06-24 08:00:00,multisensor1,ItalianCity,"1,5",1059,-200,"8,6",926,111,783,77,1750,989,"24,7","45,9","1,4061"
2535,2004-06-24 09:00:00,multisensor1,ItalianCity,"1,3",1020,-200,"7,1",860,93,864,74,1649,875,"27,0","40,8","1,4286"
2536,2004-06-24 10:00:00,multisensor1,ItalianCity,"1,6",1045,-200,"6,6",840,118,879,92,1656,807,"29,1","37,4","1,4833"
2537,2004-06-24 11:00:00,multisensor1,ItalianCity,"1,5",1029,-200,"7,2",866,93,874,83,1651,727,"31,1","32,4","1,4351"
2538,2004-06-24 12:00:00,multisensor1,ItalianCity,"1,2",959,-200,"5,0",763,56,976,58,1561,549,"31,9","30,3","1,4125"
2539,2004-06-24 13:00:00,multisensor1,ItalianCity,"1,1",975,-200,"5,7",798,51,939,55,1576,570,"32,8","28,9","1,4120"
2540,2004-06-24 14:00:00,multisensor1,ItalianCity,"1,2",988,-200,"6,0",813,52,927,61,1596,596,"33,4","27,8","1,4119"
2541,2004-06-24 15:00:00,multisensor1,ItalianCity,"1,3",971,-200,"6,1",818,59,942,65,1565,585,"35,3","23,7","1,3331"
2542,2004-06-24 16:00:00,multisensor1,ItalianCity,"1,4",999,-200,"8,0",899,62,869,74,1629,637,"35,8","22,4","1,2915"
2543,2004-06-24 17:00:00,multisensor1,ItalianCity,"1,6",989,-200,"7,8",889,85,889,89,1602,664,"35,3","20,8","1,1664"
2544,2004-06-24 18:00:00,multisensor1,ItalianCity,"2,1",1075,-200,"11,1",1020,109,802,103,1732,797,"33,3","23,9","1,2085"
2545,2004-06-24 19:00:00,multisensor1,ItalianCity,3,1190,-200,"15,9",1177,168,695,128,1934,1046,"30,3","30,8","1,3044"
2546,2004-06-24 20:00:00,multisensor1,ItalianCity,"2,8",1172,-200,"13,7",1108,166,706,122,1878,1058,"28,3","34,5","1,3084"
2547,2004-06-24 21:00:00,multisensor1,ItalianCity,"3,8",1256,-200,"21,6",1340,149,594,125,2176,1214,"27,1","38,9","1,3758"
2548,2004-06-24 22:00:00,multisensor1,ItalianCity,"3,2",1190,-200,"16,8",1203,118,658,119,1967,1056,"25,4","43,2","1,3805"
2549,2004-06-24 23:00:00,multisensor1,ItalianCity,"4,1",1249,-200,"20,5",1310,160,601,126,2114,1280,"24,6","45,3","1,3767"
2550,2004-06-25 00:00:00,multisensor1,ItalianCity,"2,6",1072,-200,"14,1",1120,124,711,100,1838,1045,"23,7","46,0","1,3346"
2551,2004-06-25 01:00:00,multisensor1,ItalianCity,2,1035,-200,"10,9",1011,95,750,94,1752,1039,"23,0","48,1","1,3322"
2552,2004-06-25 02:00:00,multisensor1,ItalianCity,"0,9",839,-200,"3,6",690,34,1030,52,1457,640,"24,8","43,4","1,3366"
2553,2004-06-25 03:00:00,multisensor1,ItalianCity,"0,7",833,-200,"3,3",671,-200,1061,-200,1482,705,"23,1","47,4","1,3208"
2554,2004-06-25 04:00:00,multisensor1,ItalianCity,"0,6",804,-200,"2,4",616,45,1144,64,1427,662,"21,7","50,2","1,2917"
2555,2004-06-25 05:00:00,multisensor1,ItalianCity,"0,6",811,-200,"3,0",651,35,1097,46,1442,579,"21,9","50,7","1,3138"
2556,2004-06-25 06:00:00,multisensor1,ItalianCity,"1,6",1028,-200,"8,9",934,141,818,88,1743,987,"20,1","57,0","1,3216"
2557,2004-06-25 07:00:00,multisensor1,ItalianCity,"2,6",1138,-200,"14,8",1141,199,671,104,1927,1197,"21,5","51,8","1,3129"
2558,2004-06-25 08:00:00,multisensor1,ItalianCity,"2,9",1203,-200,"16,2",1185,224,649,125,1968,1328,"22,9","48,7","1,3416"
2559,2004-06-25 09:00:00,multisensor1,ItalianCity,"2,8",1193,-200,"14,6",1136,245,667,151,1924,1370,"25,7","41,0","1,3351"
2560,2004-06-25 10:00:00,multisensor1,ItalianCity,"1,9",1049,-200,"8,0",898,153,858,113,1671,921,"29,9","33,2","1,3793"
2561,2004-06-25 11:00:00,multisensor1,ItalianCity,"1,9",1090,-200,"9,1",942,145,828,102,1713,876,"32,9","28,0","1,3789"
2562,2004-06-25 12:00:00,multisensor1,ItalianCity,"2,1",1070,-200,"10,0",976,130,808,108,1688,819,"34,0","25,6","1,3363"
2563,2004-06-25 13:00:00,multisensor1,ItalianCity,"1,9",1014,-200,"9,8",970,95,826,93,1684,763,"34,7","22,6","1,2297"
2564,2004-06-25 14:00:00,multisensor1,ItalianCity,"1,6",972,-200,"8,3",912,88,882,89,1596,675,"35,5","20,3","1,1586"
2565,2004-06-25 15:00:00,multisensor1,ItalianCity,"1,6",951,-200,"7,5",880,89,920,84,1539,637,"35,9","18,8","1,0912"
2566,2004-06-25 16:00:00,multisensor1,ItalianCity,"2,1",1033,-200,"11,7",1038,127,802,111,1690,826,"36,2","18,6","1,0945"
2567,2004-06-25 17:00:00,multisensor1,ItalianCity,"2,4",983,-200,"13,3",1094,149,817,115,1659,854,"35,4","15,3","0,8613"
2568,2004-06-25 18:00:00,multisensor1,ItalianCity,"2,8",973,-200,"14,4",1128,170,813,127,1642,894,"32,9","15,5","0,7649"
2569,2004-06-25 19:00:00,multisensor1,ItalianCity,"3,4",1083,-200,"17,9",1237,210,737,129,1786,1077,"29,9","19,8","0,8211"
2570,2004-06-25 20:00:00,multisensor1,ItalianCity,"3,4",1062,-200,"15,9",1176,230,763,140,1743,1121,"28,1","22,4","0,8394"
2571,2004-06-25 21:00:00,multisensor1,ItalianCity,"2,7",1011,-200,"14,2",1122,203,808,137,1680,1071,"26,1","24,7","0,8233"
2572,2004-06-25 22:00:00,multisensor1,ItalianCity,"2,6",1054,-200,"13,8",1110,174,765,130,1670,1167,"25,0","28,7","0,8944"
2573,2004-06-25 23:00:00,multisensor1,ItalianCity,"2,3",1013,-200,"11,7",1038,164,793,121,1598,1162,"24,3","31,0","0,9268"
2574,2004-06-26 00:00:00,multisensor1,ItalianCity,"1,2",870,-200,"6,2",823,76,975,79,1398,848,"24,0","31,2","0,9190"
2575,2004-06-26 01:00:00,multisensor1,ItalianCity,1,857,-200,"5,1",769,52,1006,69,1390,759,"22,4","34,9","0,9362"
2576,2004-06-26 02:00:00,multisensor1,ItalianCity,"0,9",835,-200,"4,5",739,47,1036,61,1382,694,"21,2","37,6","0,9355"
2577,2004-06-26 03:00:00,multisensor1,ItalianCity,"1,1",844,-200,"4,9",759,-200,1005,-200,1409,848,"19,5","42,3","0,9461"
2578,2004-06-26 04:00:00,multisensor1,ItalianCity,-200,763,-200,"2,5",622,37,1129,58,1321,689,"21,2","39,4","0,9802"
2579,2004-06-26 05:00:00,multisensor1,ItalianCity,"0,4",769,-200,"2,3",606,41,1171,58,1314,610,"19,5","42,4","0,9515"
2580,2004-06-26 06:00:00,multisensor1,ItalianCity,"0,9",891,-200,"5,5",790,74,960,70,1466,816,"18,6","45,8","0,9723"
2581,2004-06-26 07:00:00,multisensor1,ItalianCity,"1,8",1037,-200,"10,4",993,168,779,104,1680,1158,"19,7","44,1","1,0039"
2582,2004-06-26 08:00:00,multisensor1,ItalianCity,"2,2",1090,-200,"12,4",1065,176,728,109,1773,1228,"21,9","39,4","1,0243"
2583,2004-06-26 09:00:00,multisensor1,ItalianCity,"2,4",1117,-200,"14,0",1118,184,716,129,1791,1323,"24,5","34,3","1,0407"
2584,2004-06-26 10:00:00,multisensor1,ItalianCity,"2,3",1109,-200,"12,7",1074,187,761,144,1734,1274,"30,0","25,6","1,0674"
2585,2004-06-26 11:00:00,multisensor1,ItalianCity,"1,6",961,-200,"9,0",939,118,912,101,1508,846,"34,5","18,9","1,0168"
2586,2004-06-26 12:00:00,multisensor1,ItalianCity,"1,4",985,-200,"8,5",919,89,918,90,1540,737,"36,3","17,5","1,0411"
2587,2004-06-26 13:00:00,multisensor1,ItalianCity,"1,4",960,-200,"8,2",909,70,910,86,1523,675,"37,7","16,0","1,0231"
2588,2004-06-26 14:00:00,multisensor1,ItalianCity,1,927,-200,"5,9",806,51,1013,69,1446,559,"38,3","15,8","1,0465"
2589,2004-06-26 15:00:00,multisensor1,ItalianCity,1,958,-200,"5,6",795,52,1002,65,1481,604,"38,4","17,5","1,1609"
2590,2004-06-26 16:00:00,multisensor1,ItalianCity,"1,2",1019,-200,"6,7",842,70,935,73,1565,729,"37,2","20,5","1,2813"
2591,2004-06-26 17:00:00,multisensor1,ItalianCity,"1,3",1010,-200,"6,1",816,80,955,73,1567,741,"34,0","26,4","1,3781"
2592,2004-06-26 18:00:00,multisensor1,ItalianCity,"1,5",1030,-200,"6,7",844,90,917,78,1599,747,"32,3","30,4","1,4450"
2593,2004-06-26 19:00:00,multisensor1,ItalianCity,"1,9",1100,-200,"9,2",946,111,827,98,1726,932,"30,5","33,9","1,4564"
2594,2004-06-26 20:00:00,multisensor1,ItalianCity,"1,8",1079,-200,"8,2",909,107,861,99,1686,928,"29,2","37,8","1,5098"
2595,2004-06-26 21:00:00,multisensor1,ItalianCity,"1,4",1036,-200,"7,0",859,73,900,83,1645,860,"28,4","39,1","1,4881"
2596,2004-06-26 22:00:00,multisensor1,ItalianCity,"1,7",1085,-200,"9,5",959,75,827,88,1747,963,"27,7","40,6","1,4828"
2597,2004-06-26 23:00:00,multisensor1,ItalianCity,"2,7",1214,-200,"15,1",1151,144,683,117,1938,1309,"27,2","42,5","1,5069"
2598,2004-06-27 00:00:00,multisensor1,ItalianCity,"2,1",1127,-200,"11,7",1041,120,728,97,1830,1266,"26,5","44,8","1,5280"
2599,2004-06-27 01:00:00,multisensor1,ItalianCity,"1,4",1038,-200,"9,3",950,71,776,75,1750,1181,"25,5","47,6","1,5318"
2600,2004-06-27 02:00:00,multisensor1,ItalianCity,1,948,-200,"6,4",829,40,873,53,1638,937,"25,2","47,8","1,5076"
2601,2004-06-27 03:00:00,multisensor1,ItalianCity,1,953,-200,"6,7",844,-200,848,-200,1685,995,"23,2","53,7","1,5046"
2602,2004-06-27 04:00:00,multisensor1,ItalianCity,"0,8",869,-200,"4,2",723,34,975,45,1522,789,"23,2","52,3","1,4668"
2603,2004-06-27 05:00:00,multisensor1,ItalianCity,"0,5",809,-200,"2,6",628,27,1127,42,1490,682,"24,0","50,3","1,4811"
2604,2004-06-27 06:00:00,multisensor1,ItalianCity,"0,6",833,-200,"2,8",641,30,1088,44,1496,717,"23,5","51,2","1,4634"
2605,2004-06-27 07:00:00,multisensor1,ItalianCity,"0,6",857,-200,"3,1",661,40,1083,50,1511,696,"23,5","50,8","1,4520"
2606,2004-06-27 08:00:00,multisensor1,ItalianCity,1,966,-200,"6,2",820,56,913,60,1634,807,"24,7","47,6","1,4597"
2607,2004-06-27 09:00:00,multisensor1,ItalianCity,"1,6",1063,-200,"7,9",894,104,823,100,1688,1025,"27,2","41,1","1,4611"
2608,2004-06-27 10:00:00,multisensor1,ItalianCity,"1,9",1110,-200,"10,5",996,121,782,111,1771,1090,"31,0","32,4","1,4294"
2609,2004-06-27 11:00:00,multisensor1,ItalianCity,"1,7",1055,-200,"9,0",941,100,844,110,1648,932,"35,2","24,8","1,3854"
2610,2004-06-27 12:00:00,multisensor1,ItalianCity,"1,1",939,-200,"6,3",828,59,991,74,1486,639,"37,8","18,5","1,1977"
2611,2004-06-27 13:00:00,multisensor1,ItalianCity,"0,8",816,-200,"3,5",684,42,1195,56,1285,467,"39,0","15,1","1,0424"
2612,2004-06-27 14:00:00,multisensor1,ItalianCity,"0,7",841,-200,"4,0",712,38,1175,50,1339,476,"41,3","12,8","0,9933"
2613,2004-06-27 15:00:00,multisensor1,ItalianCity,"0,7",842,-200,"4,2",722,40,1163,54,1294,490,"41,8","11,9","0,9476"
2614,2004-06-27 16:00:00,multisensor1,ItalianCity,"1,2",990,-200,"6,9",852,70,967,90,1488,669,"42,2","14,2","1,1609"
2615,2004-06-27 17:00:00,multisensor1,ItalianCity,"1,6",1042,-200,"7,9",894,95,916,109,1537,800,"41,4","15,5","1,2089"
2616,2004-06-27 18:00:00,multisensor1,ItalianCity,"1,6",1089,-200,"7,9",893,90,879,110,1609,791,"38,9","21,4","1,4605"
2617,2004-06-27 19:00:00,multisensor1,ItalianCity,"1,7",1102,-200,"10,3",990,90,799,103,1685,849,"34,3","26,0","1,3865"
2618,2004-06-27 20:00:00,multisensor1,ItalianCity,2,1095,-200,"10,5",996,111,799,120,1695,934,"32,7","27,7","1,3439"
2619,2004-06-27 21:00:00,multisensor1,ItalianCity,"2,3",1116,-200,"12,7",1075,135,761,134,1784,1081,"30,5","30,4","1,3031"
2620,2004-06-27 22:00:00,multisensor1,ItalianCity,"2,4",1105,-200,"11,9",1046,146,777,137,1751,1102,"29,0","33,6","1,3277"
2621,2004-06-27 23:00:00,multisensor1,ItalianCity,"1,7",1018,-200,"9,3",950,100,830,99,1636,914,"28,2","36,6","1,3781"
2622,2004-06-28 00:00:00,multisensor1,ItalianCity,"1,2",991,-200,"7,9",896,69,857,78,1616,926,"27,2","38,9","1,3821"
2623,2004-06-28 01:00:00,multisensor1,ItalianCity,1,923,-200,"5,0",765,47,952,63,1508,786,"26,7","40,0","1,3754"
2624,2004-06-28 02:00:00,multisensor1,ItalianCity,"0,6",874,-200,"3,4",679,26,1049,41,1444,619,"26,0","41,2","1,3598"
2625,2004-06-28 03:00:00,multisensor1,ItalianCity,"0,5",846,-200,"3,2",662,-200,1068,-200,1464,633,"22,8","50,1","1,3677"
2626,2004-06-28 04:00:00,multisensor1,ItalianCity,"0,4",838,-200,"2,7",632,24,1079,39,1438,634,"24,0","46,6","1,3700"
2627,2004-06-28 05:00:00,multisensor1,ItalianCity,"0,5",827,-200,"3,1",656,55,1075,60,1447,722,"24,0","46,4","1,3689"
2628,2004-06-28 06:00:00,multisensor1,ItalianCity,"0,7",901,-200,"5,0",763,47,984,54,1552,717,"23,7","47,1","1,3602"
2629,2004-06-28 07:00:00,multisensor1,ItalianCity,"3,2",1291,-200,"20,7",1316,209,603,119,2172,1445,"23,6","47,3","1,3634"
2630,2004-06-28 08:00:00,multisensor1,ItalianCity,"5,6",1441,-200,"32,4",1606,348,503,159,2568,1786,"25,5","43,1","1,3891"
2631,2004-06-28 09:00:00,multisensor1,ItalianCity,"4,6",1363,-200,"24,2",1410,337,565,182,2199,1791,"28,5","36,8","1,4128"
2632,2004-06-28 10:00:00,multisensor1,ItalianCity,"3,3",1218,-200,"16,6",1198,280,671,183,1907,1413,"32,6","28,0","1,3566"
2633,2004-06-28 11:00:00,multisensor1,ItalianCity,"2,1",1132,-200,"13,2",1091,169,751,144,1795,1092,"36,3","23,4","1,3902"
2634,2004-06-28 12:00:00,multisensor1,ItalianCity,"1,9",1103,-200,"12,3",1060,126,770,118,1748,940,"37,5","21,5","1,3673"
2635,2004-06-28 13:00:00,multisensor1,ItalianCity,"1,9",1081,-200,"12,1",1053,108,770,106,1773,883,"39,6","19,0","1,3447"
2636,2004-06-28 14:00:00,multisensor1,ItalianCity,"1,6",1079,-200,"11,1",1018,93,793,97,1739,850,"40,1","19,3","1,4013"
2637,2004-06-28 15:00:00,multisensor1,ItalianCity,2,1167,-200,"13,1",1087,112,741,129,1820,928,"40,4","20,0","1,4854"
2638,2004-06-28 16:00:00,multisensor1,ItalianCity,"1,8",1148,-200,"11,6",1037,110,772,130,1720,835,"39,9","20,1","1,4495"
2639,2004-06-28 17:00:00,multisensor1,ItalianCity,"2,9",1221,-200,"17,7",1230,188,670,163,1905,1157,"39,1","19,6","1,3542"
2640,2004-06-28 18:00:00,multisensor1,ItalianCity,"3,4",1255,-200,"19,5",1283,203,640,160,2023,1232,"37,0","21,9","1,3503"
2641,2004-06-28 19:00:00,multisensor1,ItalianCity,"3,1",1245,-200,"19,7",1287,167,635,140,2067,1288,"33,9","26,8","1,3899"
